Brand,Average Price 
Cross-Carpenter,644.0
"Haas, Rivas and Forbes",406.0
Benjamin and Sons,859.0
Chen Group,932.0
Hatfield LLC,548.5
"Fitzpatrick, Hinton and Cabrera",909.0
"Valenzuela, May and Livingston",391.0
Gould Ltd,561.5
Mcdaniel-Mcmahon,349.0
Stanton-Bray,58.0
"Harrell, Flores and Sherman",69.0
"Peterson, Key and Jenkins",873.0
"Goodwin, Webb and Schroeder",999.0
"Zavala, Christian and Hubbard",609.0
"Bird, Hines and Hess",174.0
Rios-Galloway,397.0
Collins-Romero,915.0
Horn-May,163.0
Lozano LLC,15.0
Kaiser PLC,335.0
"Woods, Durham and Waller",407.0
"Holt, Vaughn and Cabrera",998.0
"Hanson, Becker and Guerra",920.0
"Burke, Stanton and Horton",730.0
Spears-Riddle,588.0
"Shaffer, Sims and Hatfield",560.0
Martinez PLC,545.0
Cannon-Hawkins,309.0
Kelly Group,664.0
Hicks and Sons,44.0
Smith-Conner,370.0
"Mahoney, Bates and Knight",955.0
Gardner-Mcbride,419.0
Gould PLC,545.0
"Knight, Castro and Wagner",110.0
"Estes, Schwartz and Pierce",585.0
Reilly-Rich,868.0
"Acevedo, Brennan and Gilbert",547.0
Joseph Group,740.0
York PLC,266.0
Harris-Marshall,785.0
"Boyle, Hobbs and Dawson",997.0
"Neal, Daniel and Small",941.0
Rose-Ayers,996.0
Wallace-Carson,156.0
"Deleon, Mcdonald and Leonard",539.0
"Beard, Chandler and Wilson",602.0
Sawyer-Reese,757.0
Suarez-Levy,932.0
Simon and Sons,432.0
"Aguirre, Russell and Jarvis",235.0
Ford-Shaw,839.0
Flores-Greene,758.0
Randolph-Valdez,223.0
"Dunlap, Peterson and Hester",841.0
Sawyer PLC,666.0
Osborn LLC,645.0
Wallace PLC,872.0
"Galvan, Contreras and York",416.0
"Macias, Villa and Krueger",335.0
Cobb PLC,12.0
"Brewer, Arroyo and Giles",903.0
"Ortega, Baxter and Espinoza",916.0
"Mccormick, Watson and Pruitt",623.0
Strong-Krueger,658.0
Benitez-Payne,476.0
Salas-Schmitt,947.0
Short and Sons,268.0
Rowe-Ali,767.0
"Sweeney, Quinn and Mcconnell",616.0
Noble-Jimenez,655.0
Nguyen-Graham,951.0
Mahoney LLC,436.0
Mooney PLC,472.0
Robbins-Nichols,779.0
Cooper-Montoya,381.0
"Barron, Nicholson and Zamora",963.0
"King, Everett and Villegas",321.0
Mccall-Mcmillan,725.0
"Turner, Proctor and Mayo",570.0
"Vargas, Gardner and Lamb",256.0
"Spears, Dickerson and Allison",386.0
"Johnson, Moon and Crane",597.0
Bean-Baxter,694.0
Stanley-Stark,703.0
"Diaz, Ortega and Underwood",509.0
Carter-Pena,290.0
Pitts-Abbott,801.0
"Palmer, Abbott and Kemp",650.0
"Terrell, Casey and Hendricks",804.0
"Booker, Hoffman and Jefferson",10.0
"Crawford, Zuniga and Randall",619.0
"Byrd, Mcdonald and Butler",940.0
Osborne-Conrad,803.0
"Dillon, Bowen and Hawkins",547.0
"Everett, Villarreal and Chandler",54.0
"Stevenson, Anthony and Bond",526.0
Greer Group,550.0
"Velez, Maynard and Cameron",381.0
Mitchell-Hinton,145.0
Beltran PLC,905.0
Chung-Stevens,53.0
Vincent and Sons,999.0
Lee Ltd,974.0
"Bullock, Andersen and Mata",380.0
"Hudson, Ramirez and Pineda",396.0
Diaz and Sons,571.0
"Trujillo, Faulkner and Gillespie",337.0
"Evans, Acosta and Ball",258.0
Gill-Osborn,801.0
"King, Clements and Watts",47.0
Casey and Sons,221.0
"Morse, Li and Kramer",761.0
"Copeland, Hansen and Meza",509.0
"Henry, Gill and Collins",258.0
"Davila, Quinn and Adams",253.0
Alvarez-Powers,593.0
Park PLC,187.0
"Petersen, Roberson and Huerta",389.0
"Roth, Pope and Strickland",237.0
Howard Group,310.0
Huerta-Lloyd,810.0
Allison Group,939.0
Hunt LLC,537.0
Browning LLC,553.0
"Cole, Braun and Watts",379.0
Stafford LLC,421.0
Dixon-Conley,16.0
Oneill Inc,588.0
"Walsh, Gray and Fitzpatrick",98.0
"Collins, Rhodes and Woodward",568.0
Martin-Mcfarland,37.0
Henry PLC,537.0
Grant PLC,395.0
"Lewis, Cooke and Waller",469.0
Knight-Mann,611.0
Espinoza-Dillon,284.0
"Sharp, Baxter and Charles",429.0
Downs LLC,869.0
"Warren, Briggs and Gibson",607.0
"Martin, Mayer and Chen",534.0
Ford and Sons,364.0
Neal Group,842.0
"Figueroa, Frazier and Bailey",614.0
Lin-Dixon,868.0
Villa-Knox,745.0
Hamilton-Conway,758.0
Williamson-Oneill,905.0
Glass-Weaver,242.0
Ellison-Kline,565.0
Walker-Pratt,967.0
"Blackwell, Benton and Benton",420.0
Mccarty-Pitts,694.0
Church-Stein,502.0
"Walker, Jarvis and Schroeder",152.0
Brock LLC,908.0
Cruz-Novak,846.0
Rosales-Mcmahon,921.0
Nixon-Rivers,689.0
Rios Inc,378.0
Hansen and Sons,877.0
Chan-Yoder,420.0
"Ramsey, Sellers and Sharp",767.0
Valenzuela-Goodwin,995.0
"Vance, Gates and Fields",927.0
"Stone, Bryan and Murray",1.0
"Owen, Riley and Herring",95.0
Campos LLC,489.0
"Mathews, Baker and Goodwin",115.0
"Martin, Owens and Jones",213.0
Marshall LLC,863.0
House and Sons,336.5
Huang Inc,469.0
Neal-Bush,434.0
"Dunn, Fletcher and Singh",341.0
"Gould, Santos and Shepherd",240.0
Harris-Mckee,206.0
"Campbell, Becker and Jarvis",768.0
Delacruz-Burgess,626.0
"Cox, Cruz and Moran",116.0
"Nicholson, Dominguez and Davidson",382.0
"Murphy, Lester and Bowers",890.0
Norris-Koch,117.0
Ortiz-Cain,201.0
Solomon Group,690.0
Morrison-Rowland,96.0
Chung PLC,625.0
"Chase, Stark and Lam",700.0
"Liu, Summers and Morrison",902.0
"Thompson, Price and Meyer",842.0
Benton-Glass,377.0
Frey-Love,419.0
Henry Inc,980.0
Chandler-Montoya,606.0
Curry-Mcdowell,380.0
Nguyen-Santana,893.0
"Ingram, Alvarado and Hayes",517.0
Manning-Charles,452.0
"Rush, Price and Calderon",437.0
Golden Inc,832.5
"Buck, Matthews and Shelton",678.0
"Ellis, Ortiz and Winters",704.0
Randolph-Dunlap,967.0
"Prince, Fry and Parrish",497.0
Orr Group,681.0
Hayden Ltd,368.0
Flowers PLC,565.0
Reid-Hanna,913.0
Gutierrez and Sons,817.0
"Chung, Mercer and Stokes",780.0
Bright-Malone,988.0
"Moon, Dennis and Hebert",216.0
Castro Group,297.0
Morales-Grimes,36.0
Logan-Terrell,57.0
"Decker, Friedman and Sellers",578.0
Mcclure PLC,759.0
"Lin, Bishop and Ryan",212.0
"Watkins, Hodge and Davis",822.0
Bernard-Patrick,7.0
"Avery, Kelley and Odom",23.0
Cummings and Sons,865.0
"Barajas, Schmitt and Whitaker",804.0
"Shields, Wheeler and Schroeder",156.0
Velazquez-Weber,812.0
Yu-Bradford,488.0
Fry Inc,314.0
Carrillo-Pittman,109.0
"Hogan, Beck and Gray",328.0
"Gilmore, Clarke and Rocha",180.0
Floyd and Sons,20.0
Macdonald and Sons,537.0
"Mccoy, Martinez and Oconnor",42.0
"Short, Newman and Camacho",95.0
Anthony-Petersen,784.0
Barr-Livingston,679.0
Jimenez and Sons,499.6666666666667
"Underwood, Wolfe and Kaufman",766.0
Hammond Ltd,495.0
Guerra Group,883.0
Vang Group,517.0
"Mata, Davila and Roberson",745.0
Gallagher-Allen,273.0
Gamble-Mclean,396.0
Chan-Freeman,379.0
Ward-Potts,500.0
"Bishop, Green and Ross",794.0
Good-Abbott,862.0
"Moreno, Glass and Smith",17.0
Whitehead PLC,538.0
Bruce Group,925.0
Velez-Riley,496.0
"Hurley, Mccann and Benitez",60.0
Carney Inc,86.0
"Glass, Kelley and Nash",691.0
"May, Payne and Rosales",335.0
Kirk and Sons,687.0
Novak Group,295.0
"Ward, Daugherty and Rollins",4.0
"Sanchez, Haynes and Cooper",100.0
"Fitzgerald, Rush and Buchanan",68.0
Watson-Copeland,600.0
"Jennings, Kelley and Pruitt",878.0
Bridges-Bernard,139.0
Wiley-Humphrey,564.0
Brennan-Knight,970.0
Long and Sons,494.0
Strickland and Sons,14.0
"Cooke, Haas and Atkinson",56.0
Cooper Inc,124.0
Day-Mcdaniel,290.0
"Clayton, Cantrell and Park",943.0
"Mosley, Wiley and Hess",801.0
Gonzales and Sons,317.0
Fritz-Paul,55.0
Hays and Sons,672.0
"Dillon, Owens and Howell",683.0
"Bishop, Peterson and Morris",773.0
"Yang, Rosario and Montes",794.0
Ayala-Padilla,885.0
Tapia-Barton,544.0
Arias Inc,396.0
Fitzpatrick-Goodman,925.0
Lowery and Sons,105.0
Calhoun Group,612.0
Vazquez Inc,476.0
"Melton, Ritter and Copeland",346.0
Conner-Werner,707.0
Duarte Group,414.6666666666667
"Velazquez, Jacobson and Noble",700.0
Sherman-Montoya,578.0
Cordova-Crane,677.0
Hanson and Sons,319.0
"Stuart, Mata and Anthony",93.0
Meza-Bell,984.0
Boyd Group,140.0
"Hood, Clayton and Young",22.0
"Castro, Rhodes and Frost",516.0
Mccormick-Page,377.0
Mccann-Hooper,327.0
Mullins and Sons,976.0
"Johnston, Fowler and Guerra",286.0
Porter-Hood,91.0
"Moody, Estrada and Koch",933.0
Jefferson LLC,184.0
Payne-Blair,117.0
Moreno-Mcdaniel,976.0
"Hall, Alexander and Mata",345.0
"Munoz, Greer and Mclean",514.0
"Haynes, Neal and Franklin",440.0
"Chang, Jacobson and Cross",539.0
"Avila, Bryant and Savage",389.0
Friedman-Reyes,497.0
Gordon and Sons,799.0
"Sweeney, Riggs and Acosta",980.0
"Lee, Chung and Shaffer",78.0
"Haynes, Cole and Valencia",728.0
Huffman-Murray,961.0
"Zavala, Mcclain and Glover",805.0
Taylor Inc,822.0
Villarreal-Little,416.0
Schmitt-Figueroa,532.0
Love-Chan,84.0
Sanchez-Kaufman,871.0
Gates-Daugherty,933.0
Zimmerman-Phelps,744.0
May-Zhang,156.0
Rowe-Morgan,626.0
Russo-Maxwell,922.0
Simon-Woodard,872.0
Moyer and Sons,652.0
Mills-Li,460.0
Chase-Montoya,891.0
Hoffman-Barnett,768.0
Duffy-Mooney,341.0
Moore-Roman,355.0
Bryan Group,41.0
Chang-Schmidt,928.0
Rowe Ltd,808.0
Cunningham-Kennedy,884.0
Krause-Haynes,975.0
Ruiz-Yu,258.0
Ford-Patrick,656.0
Chang LLC,552.5
"Whitehead, Walter and Mcdowell",837.0
"Guerrero, Bates and Weber",882.0
"Bean, Houston and Maynard",191.0
"Schroeder, Young and Kelly",20.0
Massey and Sons,645.0
"Parsons, Moody and Archer",119.0
Fox Ltd,296.0
Ward Inc,103.0
Lutz-Horne,494.0
Walsh LLC,447.0
Villarreal-Valenzuela,447.0
Vazquez and Sons,189.0
Key Ltd,393.0
"Norton, Friedman and Dixon",877.0
Travis-Fields,67.0
Ritter and Sons,783.0
Grimes-Mason,254.0
Meadows-Dodson,457.0
Rios-Rivers,884.0
Fritz-Ashley,788.0
Christensen-Wallace,906.0
Murphy LLC,468.0
"Russo, Mcdaniel and Rosales",209.0
Harvey Inc,107.0
Farley Inc,15.0
Paul LLC,894.0
Howell-Zavala,154.0
Cardenas Inc,240.0
Orr Ltd,146.0
Wade-West,925.0
Whitney LLC,393.0
"Gibson, Bell and Juarez",82.0
Meza-Craig,736.0
"Murphy, Duffy and Patton",116.0
Rollins Ltd,983.0
"Winters, Whitaker and Mcguire",234.0
Eaton-Richard,824.0
"Yates, Sanford and Snyder",266.0
"Krueger, Pruitt and Pierce",373.0
"Stephens, Ellis and Shah",998.0
Pruitt-Strickland,767.0
Foster-Pruitt,197.0
Andersen-Cummings,394.0
Griffin and Sons,315.0
Andrews-Rocha,592.0
Brock and Sons,295.0
Randolph-Parker,480.0
Levine-Reynolds,315.0
"Roman, Ramsey and Campos",395.0
"Mckinney, Caldwell and Grimes",914.0
Richardson-Hardy,893.0
Winters LLC,684.0
Peck-Mitchell,773.0
Nixon-Edwards,940.0
Hayden-Gillespie,332.0
Fletcher and Sons,469.3333333333333
"Rocha, Compton and Cooley",339.0
Morton Group,648.0
Stark LLC,618.0
Krause-Foley,233.0
"Burke, Schneider and Beck",373.0
"Calderon, Finley and Wilkerson",853.0
"Valenzuela, Hines and Fuentes",883.0
Pierce-Nunez,248.0
Boyle Group,341.0
Franco-Villanueva,690.0
Valenzuela and Sons,275.0
"Sloan, Ewing and Stephens",857.0
Buchanan-Sullivan,222.0
Ellison-Estes,93.0
Weaver-Jensen,948.0
"Fuentes, Sanchez and Mckinney",455.0
Hobbs-Bartlett,480.0
"Weber, Briggs and Huynh",524.0
Knox Group,973.0
Willis and Sons,58.0
"Dennis, Schultz and Chambers",448.0
Frost-Cardenas,775.0
"Erickson, Wiggins and Ward",173.0
"Sullivan, Colon and Jordan",881.0
"Krause, Salinas and Parrish",430.0
Baxter LLC,75.0
Vega Inc,409.0
"Padilla, Carpenter and Conrad",277.0
Green-Burns,737.0
"Robles, Wilkerson and Gamble",44.0
Abbott-Fernandez,476.0
"Eaton, Espinoza and Casey",963.0
"Lindsey, Andrews and Howell",872.0
Franklin-Villa,344.0
Sanchez Inc,914.5
Giles LLC,728.5
"Torres, Hurley and Clayton",253.0
"Griffith, Jordan and Pollard",507.0
Norris-Estes,590.0
"Callahan, Calhoun and Cisneros",87.0
"Pineda, Robertson and Fernandez",800.0
Becker Inc,956.0
Huff-Townsend,203.0
Humphrey-Calhoun,525.0
Gibson-Keith,694.0
"Fuentes, Bender and Holloway",482.0
Villa LLC,591.0
"Ware, Cardenas and Wallace",121.0
Hurley LLC,245.0
"Holt, Hoover and Barajas",60.0
Kane-Parsons,903.0
"Meadows, Sims and Chang",672.0
Joyce Ltd,112.0
Whitney-Armstrong,341.0
"York, Robertson and Abbott",957.0
"Spence, Duke and Tate",451.0
"Dodson, Frazier and David",167.0
"Banks, Bryan and Petty",619.0
"Leonard, Woodward and Hart",114.0
Moody-Grimes,714.0
Diaz-Manning,501.0
Carey-Gallegos,575.0
Conner Inc,917.0
Dominguez PLC,807.0
Villegas LLC,714.0
Tapia Inc,654.0
Pruitt-Garcia,243.0
"Daniels, Vincent and Rogers",411.0
"Chen, Rush and Bass",48.0
Hoover-Diaz,779.0
"Stephens, Dunlap and Moreno",92.0
Dillon-Mills,400.0
"May, Mccormick and Hester",583.0
"Browning, Curtis and Osborn",855.0
"Proctor, Mcclure and Crawford",221.0
Conley-Cummings,135.0
"Hopkins, Bautista and Oconnor",177.0
Zamora Inc,440.0
Shaw-Shea,309.0
"Castillo, Boyle and Carroll",923.0
"Mercer, Hinton and Dudley",766.0
Figueroa Ltd,580.0
"Becker, Barron and Sampson",326.0
Zimmerman-Mcguire,335.0
"Riley, Norris and Rodgers",538.0
Singleton Group,642.0
Holmes Inc,478.0
Blanchard-Mcfarland,47.0
Greene Ltd,381.5
"Chavez, Ward and Kaiser",48.0
Humphrey-Hess,810.0
Mullins-Mccall,144.0
Cole-Salazar,903.0
Benjamin-Kramer,870.0
Farmer-Dixon,783.0
Kidd PLC,830.0
Wu-Fox,668.0
"Turner, Knapp and Castillo",433.0
Rodriguez and Sons,447.5
Franco-Baxter,810.0
Hawkins Group,455.0
Andrade-Dixon,421.0
"Chase, Terrell and Shepard",443.0
Lynch-Villa,800.0
"Andrews, Mcclain and Berg",315.0
Cortez-Haas,920.0
Pennington and Sons,800.5
"Mathis, West and Mitchell",970.0
Lewis PLC,415.0
Schwartz-Hogan,195.0
"Murphy, Faulkner and Singh",768.0
Todd-Calderon,171.0
Bridges LLC,536.0
Sharp-Olsen,986.0
Conway-Swanson,847.0
"Huber, Rangel and Cook",669.0
"Jefferson, Church and Wiggins",521.0
Blankenship Inc,686.0
"Chan, Hahn and Burns",413.0
Jackson-Costa,844.0
"Benjamin, Fitzpatrick and Horn",641.0
Villegas-Mcmahon,777.0
Allen Ltd,890.0
"Grimes, Hale and Bean",273.0
Hendrix-Villanueva,690.0
Wade-Schwartz,553.0
Farmer-Carroll,435.0
Hancock Ltd,134.0
Lara-Rivers,435.0
"Berry, Dean and Bailey",935.0
Morris Ltd,632.0
"Logan, Le and Dominguez",994.0
Huerta-Orozco,565.0
Jennings-Mcguire,443.0
"Rivera, Maynard and Hunter",503.0
"Moses, Drake and Gray",987.0
Petty PLC,48.0
Day-Yang,981.0
Dunlap-Conner,763.0
"Mejia, Lewis and Ware",507.0
Frederick Inc,371.0
Austin-Stafford,516.0
"Benson, Collier and Rose",443.0
Fry-Harding,172.0
"Gillespie, Sloan and Hutchinson",183.0
"Wilkerson, Hicks and Mcpherson",66.0
Howard-Palmer,858.0
"Todd, Oneal and Macias",934.0
"Marshall, Sims and Bush",842.0
Rivers Group,578.0
Patterson-Nolan,410.0
Dickerson-Pollard,729.0
"Cobb, Moses and Mills",364.0
Hooper LLC,986.0
"Ibarra, Hodge and Mcfarland",809.0
Hinton PLC,638.0
"Nguyen, Collier and Herring",282.0
"Moon, Baxter and Gamble",176.0
"Sandoval, Dickerson and Lopez",234.0
Dawson-Donovan,220.0
Silva PLC,412.0
Downs-Kelly,891.0
"French, Ritter and Hammond",619.0
"Cohen, Zavala and Novak",449.0
Fox-Kirby,662.0
"Harrington, Taylor and Madden",363.0
"Wang, Carroll and Maxwell",253.0
Santana-Cooke,973.0
Ali-Richards,314.0
Ferrell-Gallegos,310.0
"Barajas, Blanchard and Mckenzie",537.0
"Carter, Hodge and Barnes",80.0
Clayton-Herman,891.0
Wiley Inc,14.0
Andersen-Keith,312.0
"Rios, Figueroa and Mcpherson",585.0
Mcclain-Fox,860.0
Sanders-May,736.0
"Howell, Floyd and Salinas",684.0
"Lucas, Mcgee and Savage",686.0
Singleton-Ward,617.0
Walter Inc,730.0
"Fritz, Bauer and Gonzales",171.0
Huffman-Townsend,237.0
"Key, Whitehead and Francis",741.0
"Fox, Meyers and Meza",733.0
Morris-Ingram,151.0
"Young, Buchanan and Robertson",105.0
Willis Inc,358.0
Beltran-Evans,628.0
Mata LLC,923.0
Vaughn-Sherman,232.0
Underwood LLC,858.0
"Rocha, Benton and Hancock",322.0
Chung-King,439.0
"Simpson, Bass and Fox",356.0
"Spence, Franco and Leblanc",126.0
Beltran-Anderson,393.0
Gordon Ltd,611.0
Barr-Orozco,908.0
Harper Group,351.0
Parrish-Kaufman,91.0
"Griffith, Dougherty and Scott",919.0
Carroll-Phelps,519.0
"Oconnor, Lozano and Curry",889.0
"Campos, Cohen and Parrish",511.0
"Lane, Castaneda and Ramos",793.0
"Baxter, Ramirez and Parsons",242.0
"Richards, Sexton and Pittman",88.0
"Mcguire, Adkins and Solis",597.0
Berg-Estrada,57.0
Frost-Cox,247.0
"Ortega, Farrell and Mccann",132.0
Fisher-Vincent,841.0
"Flores, Farley and Harrell",902.0
Saunders-Rodgers,551.0
Waller-Short,96.0
Baker-Wolfe,484.0
Whitney-Farley,319.0
Price-Christian,816.0
Case-Contreras,745.0
"Baxter, Schmitt and Mclean",634.0
"Cardenas, Collins and Quinn",915.0
Andrews Inc,748.0
Gordon-Delacruz,435.0
"Best, Zhang and Lawson",766.0
Massey Inc,962.0
Valentine-Christian,693.0
"Schwartz, Dunn and Rice",880.0
Carr-Eaton,1.0
Griffin Ltd,239.0
Rubio LLC,992.0
"Ford, Parrish and Solomon",855.0
Castillo-Fuller,169.0
Mcguire-Ward,597.0
Jacobson-Mcguire,543.0
Shelton-Mathews,773.0
"Krueger, Chapman and Bauer",276.0
"Irwin, Lam and Leonard",176.0
Shepherd-Watkins,761.0
Carlson Ltd,250.0
Dodson PLC,256.0
Bautista-Rowland,629.0
"Mills, Blair and Blackburn",805.0
Mooney-Avery,820.0
"Gould, Baker and Hendrix",656.0
Pope-Patrick,848.0
Drake Ltd,291.0
Freeman-Baldwin,228.0
"Ford, Brewer and Villarreal",55.0
Cuevas-Johnston,436.0
Hoover-Brady,209.0
Kelley-Bell,681.0
Mays-Norman,315.0
Clements LLC,957.0
Shepard LLC,441.0
Cunningham and Sons,75.0
Bonilla PLC,499.5
Meadows PLC,281.0
Blackwell Inc,221.0
Beard-Rangel,715.0
"Pearson, Hart and Mckinney",235.0
"Oconnor, Sherman and Arnold",334.0
Bentley-Myers,631.0
"Hoover, Calhoun and Pacheco",713.0
Montoya-Pacheco,437.0
"Simpson, Mccann and Mcdaniel",658.0
"Martinez, Santiago and Robles",289.0
Parks-Lindsey,679.0
"Riley, Cooke and Cohen",177.0
"Marquez, Gregory and Kirby",77.0
Maldonado-Merritt,493.0
Simon-Palmer,56.0
Zuniga PLC,3.0
"Walls, Morrison and Humphrey",710.0
"Johnson, York and Briggs",738.0
"Gross, Everett and Cobb",5.0
Walter Group,850.0
"Shepherd, Grant and Turner",697.0
Pugh Ltd,302.0
Garrett LLC,131.0
Mullins-Hill,570.0
Kane-Booker,381.0
Beasley-Barrett,522.0
"Mejia, Miranda and Mullins",999.0
Richard-Russell,727.0
Vaughn-Andrade,98.0
Warren-Andrews,159.0
Lynn LLC,948.0
"Wiley, Bishop and Elliott",607.0
Beltran-Roberts,825.0
Welch-Baker,27.0
"Vasquez, Lopez and Morse",579.0
Ellison PLC,332.0
Strong Ltd,954.0
Andrade-Cantrell,767.0
"Mora, Watkins and Avila",887.0
Marshall-Branch,801.0
"Fields, Burnett and Hansen",691.0
"Molina, Mathis and Gilmore",94.0
Curtis-Leon,144.0
Peterson-Robinson,811.0
Patton-Cooper,7.0
Aguirre PLC,144.0
Kim-Neal,558.0
Macdonald Ltd,327.0
"Wright, Marks and Walls",408.0
Koch-Burns,201.0
Crawford-Perry,170.0
Tucker Ltd,756.0
Hendrix LLC,152.0
Clarke Ltd,702.0
"Howard, Simpson and Colon",336.0
Mcdaniel-James,324.0
Cardenas-Brady,729.0
"Davidson, Atkins and Mcpherson",192.0
Wilkins-Patton,885.0
Carter-Davies,542.0
"Nelson, Schneider and Torres",367.0
"Mcintosh, Valencia and Buchanan",110.0
Hodges-Mccormick,281.0
"Atkins, Cantrell and French",324.0
Floyd-Farrell,737.0
Mcdowell-Heath,119.0
"Calderon, Hinton and Hancock",417.0
Spencer-Edwards,339.0
"Odom, Cruz and Horn",444.0
Ewing-Fischer,823.0
Gamble PLC,324.0
Holder LLC,457.0
Ellis LLC,77.0
"Oliver, Obrien and Summers",931.0
Dominguez-Hutchinson,997.0
Hughes-Krause,560.0
Lutz Group,809.0
Nichols Ltd,695.0
"Oconnor, Lamb and Lowe",105.0
Mcintosh-Best,10.0
"Bass, Mercer and Blair",263.0
Reid and Sons,905.0
"Peck, Wu and Ibarra",889.0
Barton-Reed,689.0
"Flynn, Pittman and Delacruz",40.0
Robbins-Melendez,513.0
Valenzuela-Duran,365.0
"Sutton, Leonard and Blanchard",934.0
"Nielsen, Sharp and Glenn",794.0
Clarke-Ellis,477.0
Ramos LLC,846.0
Cardenas and Sons,112.0
"Barr, Cain and Pope",860.0
Barker LLC,834.0
Barrett-Rhodes,364.0
"Kelly, Vaughan and Davis",385.0
"Henson, Simon and Bentley",45.0
Mccullough and Sons,30.0
Molina-Carpenter,36.0
